brewery_name,beer_name,beer_style,beer_abv,num_reviews,rating,city,state
Iron Hill Brewery & Restaurant,Old Tom,American Barleywine,9.7,69,4.12,Wilmington, DE
Iron Hill Brewery & Restaurant,Old Tom Barleywine,American Barleywine,10.0,1,4.5,Wilmington, DE
Iron Hill Brewery & Restaurant,Oompa Loompa Stout,American Stout,6.0,11,4.23,Wilmington, DE
Iron Hill Brewery & Restaurant,Organic Saison,Saison / Farmhouse Ale,6.5,4,4.0,Wilmington, DE
Iron Hill Brewery & Restaurant,Overload Stout,American Double / Imperial Stout,9.5,6,4.42,Wilmington, DE
Iron Hill Brewery & Restaurant,Peach Belgian Pale Ale,Belgian Pale Ale,4.3,1,4.0,Wilmington, DE
Iron Hill Brewery & Restaurant,Pete's Celebration,Quadrupel (Quad),12.5,3,4.0,Wilmington, DE
Iron Hill Brewery & Restaurant,Phightin Phils Pils,German Pilsener,5.0,9,4.22,Wilmington, DE
Iron Hill Brewery & Restaurant,Pig Iron Porter,American Porter,5.4,65,4.01,Wilmington, DE
Iron Hill Brewery & Restaurant,Pugilist,English Dark Mild Ale,2.6,2,3.75,Wilmington, DE
Iron Hill Brewery & Restaurant,Pulaski Porter,Baltic Porter,7.8,4,4.0,Wilmington, DE
Iron Hill Brewery & Restaurant,Pumpkin  Ale,Pumpkin Ale,7.0,3,3.5,Wilmington, DE
Iron Hill Brewery & Restaurant,Pumpkin Patch Porter,American Porter,6.0,1,4.5,Wilmington, DE
Iron Hill Brewery & Restaurant,Punktoberfest,Märzen / Oktoberfest,6.0,1,4.5,Wilmington, DE
Iron Hill Brewery & Restaurant,Quadfather,Quadrupel (Quad),9.5,7,4.0,Wilmington, DE
Iron Hill Brewery & Restaurant,Quadrupel,Quadrupel (Quad),12.5,10,4.25,Wilmington, DE
Iron Hill Brewery & Restaurant,Raisin Hell,Dubbel,7.0,2,4.0,Wilmington, DE
Iron Hill Brewery & Restaurant,Ramrod,American Double / Imperial IPA,8.0,2,4.0,Wilmington, DE
Iron Hill Brewery & Restaurant,Raspberry Wheat,Fruit / Vegetable Beer,4.1,145,3.38,Wilmington, DE
Iron Hill Brewery & Restaurant,Rauch Weiss,Hefeweizen,6.0,5,4.1,Wilmington, DE
Iron Hill Brewery & Restaurant,Rauchbier,Rauchbier,3.8,173,3.98,Wilmington, DE
Iron Hill Brewery & Restaurant,Rauchtoberfest,Märzen / Oktoberfest,6.0,4,4.38,Wilmington, DE
Iron Hill Brewery & Restaurant,Real Boy,American Double / Imperial IPA,10.0,5,4.0,Wilmington, DE
Iron Hill Brewery & Restaurant,Red Dawn,Saison / Farmhouse Ale,6.0,9,4.0,Wilmington, DE
Iron Hill Brewery & Restaurant,Ring Of Fire Porter,Chile Beer,5.4,22,4.14,Wilmington, DE
Iron Hill Brewery & Restaurant,Rising Sun,American IPA,7.5,7,3.93,Wilmington, DE
Iron Hill Brewery & Restaurant,Roggenbock,Roggenbier,7.8,12,4.0,Wilmington, DE
Iron Hill Brewery & Restaurant,Rojo Grande,American Double / Imperial IPA,7.5,1,3.5,Wilmington, DE
Iron Hill Brewery & Restaurant,Ron Burgundy,Tripel,11.0,13,3.96,Wilmington, DE
Iron Hill Brewery & Restaurant,Rose's Hefe,Hefeweizen,5.1,1,4.0,Wilmington, DE
Iron Hill Brewery & Restaurant,Rudolph's Revenge,Belgian Strong Pale Ale,9.0,11,4.17,Wilmington, DE
Iron Hill Brewery & Restaurant,Russian Imperial Stout,Russian Imperial Stout,9.5,317,4.17,Wilmington, DE
Iron Hill Brewery & Restaurant,Rye Halladay,Roggenbier,6.4,2,3.5,Wilmington, DE
Iron Hill Brewery & Restaurant,Rye IPA,American IPA,6.2,113,4.18,Wilmington, DE
Iron Hill Brewery & Restaurant,Rye Saison,Saison / Farmhouse Ale,7.0,45,4.2,Wilmington, DE
Iron Hill Brewery & Restaurant,Saison,Saison / Farmhouse Ale,7.0,661,3.88,Wilmington, DE
Iron Hill Brewery & Restaurant,Saison De Sorachi,Saison / Farmhouse Ale,6.8,3,4.0,Wilmington, DE
Iron Hill Brewery & Restaurant,Saison Du Hill,Saison / Farmhouse Ale,5.5,5,4.0,Wilmington, DE
Iron Hill Brewery & Restaurant,Saison Melange,Saison / Farmhouse Ale,6.5,2,4.5,Wilmington, DE
Iron Hill Brewery & Restaurant,Samurai Saison,Saison / Farmhouse Ale,6.8,2,4.0,Wilmington, DE
Iron Hill Brewery & Restaurant,Sasquatch,American Barleywine,9.5,4,3.62,Wilmington, DE
Iron Hill Brewery & Restaurant,Savage IPA,American IPA,6.5,10,3.95,Wilmington, DE
Iron Hill Brewery & Restaurant,Sayonara IPA,American IPA,6.8,5,4.2,Wilmington, DE
Iron Hill Brewery & Restaurant,Schwarzbier,Schwarzbier,4.4,148,4.17,Wilmington, DE
Iron Hill Brewery & Restaurant,Scottish Ale,Scottish Ale,3.6,144,3.5,Wilmington, DE
Iron Hill Brewery & Restaurant,Scrooge,American IPA,7.0,3,4.17,Wilmington, DE
Iron Hill Brewery & Restaurant,Shokolad Stout,Russian Imperial Stout,9.6,10,4.0,Wilmington, DE
Iron Hill Brewery & Restaurant,Sleepy Time Porter,American Porter,5.4,1,3.5,Wilmington, DE
Iron Hill Brewery & Restaurant,Smokin Blonde Ale,Belgian Pale Ale,6.2,2,3.75,Wilmington, DE
Iron Hill Brewery & Restaurant,Something Hoppy,American Double / Imperial IPA,8.0,4,4.12,Wilmington, DE
Iron Hill Brewery & Restaurant,Sorachisaurus,American Brown Ale,6.2,2,4.25,Wilmington, DE
Iron Hill Brewery & Restaurant,St. Bethardus Abt 8,Dubbel,8.0,1,4.0,Wilmington, DE
Iron Hill Brewery & Restaurant,St. Hildegard Pils,German Pilsener,4.9,5,4.0,Wilmington, DE
Iron Hill Brewery & Restaurant,St. James Brown Ale,English Brown Ale,5.2,4,3.75,Wilmington, DE
Iron Hill Brewery & Restaurant,Steiner Niner,Smoked Beer,6.7,1,4.0,Wilmington, DE
Iron Hill Brewery & Restaurant,Sticke Altbier,Altbier,7.2,7,4.25,Wilmington, DE
Iron Hill Brewery & Restaurant,Street Legal,American Malt Liquor,7.0,3,3.67,Wilmington, DE
Iron Hill Brewery & Restaurant,Sumo IPA,American IPA,7.0,1,3.5,Wilmington, DE
Iron Hill Brewery & Restaurant,Swagger IPA,American Double / Imperial IPA,9.2,7,4.21,Wilmington, DE
Iron Hill Brewery & Restaurant,Sweet Leaf IPA,American IPA,6.5,8,4.44,Wilmington, DE
Iron Hill Brewery & Restaurant,Sweet Stout,Milk / Sweet Stout,4.9,16,3.83,Wilmington, DE
Iron Hill Brewery & Restaurant,The Cannibal,Belgian Pale Ale,7.5,17,3.74,Wilmington, DE
Iron Hill Brewery & Restaurant,The Costanza,Rye Beer,6.2,10,4.15,Wilmington, DE
Iron Hill Brewery & Restaurant,The Hammer,American IPA,7.5,24,3.5,Wilmington, DE
Iron Hill Brewery & Restaurant,The Perfect 10,American Double / Imperial IPA,10.0,3,4.5,Wilmington, DE
Iron Hill Brewery & Restaurant,The Situation,American Barleywine,9.8,3,4.17,Wilmington, DE
Iron Hill Brewery & Restaurant,Tom Selleck's Mustache,Fruit / Vegetable Beer,4.0,1,3.5,Wilmington, DE
Iron Hill Brewery & Restaurant,Tripel Sec,Tripel,9.0,2,3.5,Wilmington, DE
Iron Hill Brewery & Restaurant,Triple Bock,Doppelbock,13.2,17,3.94,Wilmington, DE
Iron Hill Brewery & Restaurant,True Believer Tripel,Tripel,9.0,6,4.0,Wilmington, DE
Iron Hill Brewery & Restaurant,Uberhop,American IPA,7.6,1,4.0,Wilmington, DE
Iron Hill Brewery & Restaurant,Unassisted Triple,Tripel,9.0,4,4.0,Wilmington, DE
Iron Hill Brewery & Restaurant,Val D'Or,Belgian Strong Pale Ale,8.2,1,4.5,Wilmington, DE
Iron Hill Brewery & Restaurant,Victoria's Bitter,English Bitter,4.8,1,4.5,Wilmington, DE
Iron Hill Brewery & Restaurant,Vienna Red Lager,Vienna Lager,4.4,30,3.77,Wilmington, DE
Iron Hill Brewery & Restaurant,Wee Heavy Scotch Ale,Scotch Ale / Wee Heavy,8.0,58,4.17,Wilmington, DE
Iron Hill Brewery & Restaurant,West Coast Golden Ale,American Blonde Ale,4.0,7,3.57,Wilmington, DE
Iron Hill Brewery & Restaurant,West Coast Wheat,American Pale Wheat Ale,6.0,20,3.82,Wilmington, DE
Iron Hill Brewery & Restaurant,Wheat Wine,Wheatwine,9.6,17,3.83,Wilmington, DE
Iron Hill Brewery & Restaurant,Winter Warmer,Winter Warmer,6.8,438,3.75,Wilmington, DE
Iron Hill Brewery & Restaurant,Winter White,Witbier,9.0,3,3.5,Wilmington, DE
Iron Hill Brewery & Restaurant,Witbier,Witbier,4.0,47,4.05,Wilmington, DE
Iron Hill Brewery & Restaurant,Xtra Stout,Foreign / Export Stout,7.2,1,4.0,Wilmington, DE
Iron Hill Brewery & Restaurant,Yakima Red,Irish Red Ale,4.5,6,4.0,Wilmington, DE
Iron Hill Brewery & Restaurant,Yin-Yang Witbier,American Dark Wheat Ale,4.5,2,3.5,Wilmington, DE
Jackie O's Pub & Brewery,6th Anniversary Sour,American Wild Ale,5.0,2,4.0,Athens, OH
Jackie O's Pub & Brewery,Baklava Braggot,Braggot,8.0,15,4.1,Athens, OH
Jackie O's Pub & Brewery,Barking Pumpkin,Pumpkin Ale,7.5,9,4.06,Athens, OH
Jackie O's Pub & Brewery,Bee Keeper,Wheatwine,10.0,5,4.0,Athens, OH
Jackie O's Pub & Brewery,Belgian Paw Paw Ipa,Belgian IPA,6.3,1,4.0,Athens, OH
Jackie O's Pub & Brewery,Belgo Black Betty,American Porter,9.0,4,3.5,Athens, OH
Jackie O's Pub & Brewery,Berliner Weiss,Berliner Weissbier,4.0,59,3.94,Athens, OH
Jackie O's Pub & Brewery,Biere De Crème,Cream Ale,5.0,2,4.0,Athens, OH
Jackie O's Pub & Brewery,Black Bacon Ryno,Oatmeal Stout,6.5,9,4.06,Athens, OH
Jackie O's Pub & Brewery,Black Betty,American Porter,9.0,15,4.4,Athens, OH
Jackie O's Pub & Brewery,Black Ryno,Oatmeal Stout,6.5,12,4.29,Athens, OH
Jackie O's Pub & Brewery,Bolero Brown,American Strong Ale,9.5,16,4.38,Athens, OH
Jackie O's Pub & Brewery,Bourbon Barrel Middle Of Nowhere,American Double / Imperial Stout,9.0,6,4.17,Athens, OH
Jackie O's Pub & Brewery,Bourbon Barrel-Aged Barbarlian,American Barleywine,12.0,3,4.33,Athens, OH
Jackie O's Pub & Brewery,Bourbon Barrel-Aged Black Betty,American Porter,11.0,17,3.91,Athens, OH
Jackie O's Pub & Brewery,Bourbon Barrel-Aged Route 33 Collaboration Porter,American Porter,9.2,16,3.84,Athens, OH
Jackie O's Pub & Brewery,Bourbon Barrel-Aged Sweet Chocolate Love,Milk / Sweet Stout,8.0,17,4.03,Athens, OH
Jackie O's Pub & Brewery,Bourbon Berry Grove,Wheatwine,12.0,31,4.1,Athens, OH
Jackie O's Pub & Brewery,Brandy Barrel Superfly,American Amber / Red Ale,9.0,20,3.3,Athens, OH
Jackie O's Pub & Brewery,Brown Recluse,American Wild Ale,5.5,30,3.88,Athens, OH
Jackie O's Pub & Brewery,Burnin Hill,Smoked Beer,6.7,7,4.07,Athens, OH
Jackie O's Pub & Brewery,Cab Cherry Man,American Wild Ale,10.0,45,4.01,Athens, OH
Jackie O's Pub & Brewery,Captain Barley Heart,Old Ale,9.5,24,3.67,Athens, OH
Jackie O's Pub & Brewery,Cellar Cuvee 1,American Strong Ale,11.5,5,3.9,Athens, OH
Jackie O's Pub & Brewery,Cellar Cuvee 4,American Strong Ale,9.4,41,3.87,Athens, OH
Jackie O's Pub & Brewery,Cellar Cuvee 5,American Strong Ale,9.0,4,4.12,Athens, OH
Jackie O's Pub & Brewery,Cellar Cuvee 6,American Wild Ale,6.0,3,3.83,Athens, OH
Jackie O's Pub & Brewery,Cherry Wood Ya Honey,Wheatwine,11.0,4,4.62,Athens, OH
Jackie O's Pub & Brewery,Chunga's Old Bruin,Flanders Oud Bruin,8.5,20,4.08,Athens, OH
Jackie O's Pub & Brewery,Coffee Ice Apparition,American Double / Imperial Stout,12.0,11,4.32,Athens, OH
Jackie O's Pub & Brewery,Dark Apparition,Russian Imperial Stout,10.5,57,4.07,Athens, OH
Jackie O's Pub & Brewery,Dark Apparition - Bourbon Barrel Aged,Russian Imperial Stout,10.5,68,4.12,Athens, OH
Jackie O's Pub & Brewery,Dark Apparition - Figgie Smalls,Russian Imperial Stout,10.5,5,4.5,Athens, OH
Jackie O's Pub & Brewery,Dark Apparition - Kopi Luwak Bourbon Barrel,Russian Imperial Stout,10.5,40,4.12,Athens, OH
Jackie O's Pub & Brewery,Dark Apparition - Nano 4-Grain,Russian Imperial Stout,10.7,2,3.5,Athens, OH
Jackie O's Pub & Brewery,Dark Apparition - Nano Orange,American Double / Imperial Stout,10.5,1,3.5,Athens, OH
Jackie O's Pub & Brewery,Dark Apparition - Nano Quetzalcoatl,Russian Imperial Stout,10.0,14,3.61,Athens, OH
Jackie O's Pub & Brewery,Dark Apparition - Nano Rye,Russian Imperial Stout,10.7,3,3.67,Athens, OH
Jackie O's Pub & Brewery,Dark Apparition - Nuts,Russian Imperial Stout,10.5,22,4.48,Athens, OH
Jackie O's Pub & Brewery,Dark Apparition - Vanilla Bean Rum Barrel,Russian Imperial Stout,10.5,31,3.85,Athens, OH
Jackie O's Pub & Brewery,Dark Apparition Brandy Barrel,American Double / Imperial Stout,10.5,35,3.89,Athens, OH
Jackie O's Pub & Brewery,Dark Appartion Coconut Mint,Russian Imperial Stout,10.5,1,1.5,Athens, OH
Jackie O's Pub & Brewery,Double Dry Hopped Matriarch,American Double / Imperial IPA,9.0,9,4.17,Athens, OH
Jackie O's Pub & Brewery,Drawn And Portered,American Porter,7.0,12,4.08,Athens, OH
Jackie O's Pub & Brewery,Dynamo Hum,American Wild Ale,6.0,16,4.03,Athens, OH
Jackie O's Pub & Brewery,Fire And Ice,Smoked Beer,8.0,2,4.0,Athens, OH
Jackie O's Pub & Brewery,Firefly Amber Ale,American Amber / Red Ale,5.0,9,3.44,Athens, OH
Jackie O's Pub & Brewery,Frambozen,American Brown Ale,7.0,73,4.5,Athens, OH
Jackie O's Pub & Brewery,Funky Athenian,American Pale Ale (APA),7.0,2,4.0,Athens, OH
Jackie O's Pub & Brewery,Funky Gold Verbena,American Blonde Ale,4.25,8,4.0,Athens, OH
Jackie O's Pub & Brewery,Golden Spice,American Blonde Ale,4.5,4,3.75,Athens, OH
Jackie O's Pub & Brewery,Great Googly Moogly,American Porter,9.0,3,3.5,Athens, OH
Jackie O's Pub & Brewery,Hocking Triple,Tripel,8.0,22,4.02,Athens, OH
Jackie O's Pub & Brewery,Hogwash,Smoked Beer,4.5,9,3.94,Athens, OH
Jackie O's Pub & Brewery,Hop Flake,American Pale Ale (APA),5.7,1,5.0,Athens, OH
Jackie O's Pub & Brewery,Hop Ryot,American IPA,6.5,6,3.83,Athens, OH
Jackie O's Pub & Brewery,Hop-Lup-Ka,American Double / Imperial IPA,8.0,5,3.9,Athens, OH
Jackie O's Pub & Brewery,Ice Apparition,American Double / Imperial Stout,12.0,9,4.06,Athens, OH
Jackie O's Pub & Brewery,Ice Apparition (Kopi Luwak),Russian Imperial Stout,12.0,1,4.5,Athens, OH
Jackie O's Pub & Brewery,Ice Oil Of Aphrodite,American Double / Imperial Stout,12.0,3,4.67,Athens, OH
Jackie O's Pub & Brewery,Java The Stout,American Stout,6.5,18,4.36,Athens, OH
Jackie O's Pub & Brewery,Joe The Plum,Scotch Ale / Wee Heavy,9.5,33,3.97,Athens, OH
Jackie O's Pub & Brewery,Kentucky Monk,Tripel,8.0,35,4.06,Athens, OH
Jackie O's Pub & Brewery,Little Ghost,American Porter,6.3,4,4.0,Athens, OH
Jackie O's Pub & Brewery,Local Harvest Pale Ale,American Pale Ale (APA),5.0,1,4.0,Athens, OH
Jackie O's Pub & Brewery,Matriarch,American Double / Imperial IPA,8.5,24,4.19,Athens, OH
Jackie O's Pub & Brewery,Middle Of Nowhere Stout,American Stout,7.0,6,4.5,Athens, OH
Jackie O's Pub & Brewery,Mystic Mama,American IPA,5.7,20,3.85,Athens, OH
Jackie O's Pub & Brewery,Mystic Mama - Oaked,American IPA,5.7,2,3.75,Athens, OH
Jackie O's Pub & Brewery,Ohio Pale Ale,American Pale Ale (APA),6.0,9,3.83,Athens, OH
Jackie O's Pub & Brewery,Oil Of Aphrodite,American Double / Imperial Stout,10.0,58,4.07,Athens, OH
Jackie O's Pub & Brewery,Oil Of Aphrodite - Chocolate Cherry,American Double / Imperial Stout,10.0,13,4.08,Athens, OH
Jackie O's Pub & Brewery,Oil Of Aphrodite - Chocolate-Mint,American Double / Imperial Stout,10.0,2,3.5,Athens, OH
Jackie O's Pub & Brewery,Oil Of Aphrodite - Coffee,American Double / Imperial Stout,10.0,4,4.62,Athens, OH
Jackie O's Pub & Brewery,Oil Of Aphrodite - Kopi Luwak,American Double / Imperial Stout,10.0,4,4.5,Athens, OH
Jackie O's Pub & Brewery,Oil Of Aphrodite - Mint,American Double / Imperial Stout,10.0,2,4.0,Athens, OH
Jackie O's Pub & Brewery,Oil Of Aphrodite - Rum Barrel Aged,American Double / Imperial Stout,10.0,31,4.26,Athens, OH
Jackie O's Pub & Brewery,Oil Of Aphrodite - Spumoni,American Double / Imperial Stout,10.0,8,4.31,Athens, OH
Jackie O's Pub & Brewery,Oil Of Aphrodite - Vanilla,American Double / Imperial Stout,10.0,7,4.5,Athens, OH
Jackie O's Pub & Brewery,Oil Of Harmonia,American Double / Imperial Stout,6.0,1,5.0,Athens, OH
Jackie O's Pub & Brewery,Orange Oak,American Pale Wheat Ale,9.0,34,3.82,Athens, OH
Jackie O's Pub & Brewery,Prouty's Irish Red Ale,Irish Red Ale,7.0,2,4.0,Athens, OH
Jackie O's Pub & Brewery,Quincedence,American Wild Ale,9.5,35,3.61,Athens, OH
Jackie O's Pub & Brewery,Raccoon Dubbel,Dubbel,7.0,7,3.5,Athens, OH
Jackie O's Pub & Brewery,Rt 33 Collaboration Porter,American Porter,9.0,7,4.21,Athens, OH
Jackie O's Pub & Brewery,Rum Barrel Dark Apparition,Russian Imperial Stout,10.5,2,4.25,Athens, OH
Jackie O's Pub & Brewery,Scottish,Scottish Ale,6.75,7,4.2,Athens, OH
Jackie O's Pub & Brewery,Scottish Ale,Scotch Ale / Wee Heavy,8.5,144,4.25,Athens, OH
Jackie O's Pub & Brewery,Shade Abbey Single,Belgian Pale Ale,5.0,5,3.7,Athens, OH
Jackie O's Pub & Brewery,Single Hop Cascade,American Blonde Ale,3.5,3,3.33,Athens, OH
Jackie O's Pub & Brewery,Single Hop Centennial,American Blonde Ale,3.8,2,2.75,Athens, OH
Jackie O's Pub & Brewery,Single Hop Chinook,American Blonde Ale,3.8,1,4.5,Athens, OH
Jackie O's Pub & Brewery,Single Hop Citra,American Blonde Ale,3.8,4,2.38,Athens, OH
Jackie O's Pub & Brewery,Single Hop Simcoe,American IPA,3.5,4,3.75,Athens, OH
Jackie O's Pub & Brewery,Smoke Ya Oats,Smoked Beer,5.6,1,4.5,Athens, OH
Jackie O's Pub & Brewery,Sparbock,American Strong Ale,8.0,3,3.83,Athens, OH
Jackie O's Pub & Brewery,Spring Sleeper,American Blonde Ale,4.5,2,3.75,Athens, OH
Jackie O's Pub & Brewery,Sun Village Orange Cream,American Pale Wheat Ale,7.0,3,4.33,Athens, OH
Jackie O's Pub & Brewery,Superfly,American Amber / Red Ale,8.6,3,4.0,Athens, OH
Jackie O's Pub & Brewery,Sweet Chocolate Love,Milk / Sweet Stout,7.0,7,3.36,Athens, OH
Jackie O's Pub & Brewery,The Grand Wazoo,American Wild Ale,11.5,27,3.78,Athens, OH
Jackie O's Pub & Brewery,Thorogood,Scotch Ale / Wee Heavy,10.0,17,3.71,Athens, OH
Jackie O's Pub & Brewery,Wheat's Up,Hefeweizen,4.5,1,4.0,Athens, OH
Jackie O's Pub & Brewery,Wilford Brimley's Oatmeal Stout,Oatmeal Stout,5.9,1,3.5,Athens, OH
Jackie O's Pub & Brewery,Wood Ya Honey,Wheatwine,12.0,25,3.84,Athens, OH
James Page Brewing Company,Iron Range Amber Lager,Vienna Lager,4.48,57,3.45,Stevens Point, WI
James Page Brewing Company,Voyageur Extra Pale Ale,American Pale Ale (APA),5.4,56,3.59,Stevens Point, WI
James Page Brewing Company,White Ox Wheat Ale,American Pale Wheat Ale,3.65,32,3.06,Stevens Point, WI
Keweenaw Brewing Company,Acme Anvil Brown Ale,American Brown Ale,6.8,1,3.5,Houghton, MI
Keweenaw Brewing Company,Hilde's Brown Ale,American Brown Ale,5.0,2,3.75,Houghton, MI
Keweenaw Brewing Company,Kraken Malt Liquor,American Malt Liquor,7.0,1,3.5,Houghton, MI
Keweenaw Brewing Company,Magnum Pale Ale,American Pale Ale (APA),5.5,3,3.0,Houghton, MI
Keweenaw Brewing Company,R.A.M. Stout,Irish Dry Stout,5.0,3,4.0,Houghton, MI
Keweenaw Brewing Company,Vanilla Chai Porter,American Porter,6.5,1,4.5,Houghton, MI
Kirkwood Station Brewing Company,Highlands American Brown,American Brown Ale,5.5,3,4.33,Kirkwood, MO
Kirkwood Station Brewing Company,Highlands Belgian Witte,Witbier,4.8,3,3.5,Kirkwood, MO
Kirkwood Station Brewing Company,Highlands Blackberry Wheat,American Pale Wheat Ale,5.0,4,3.75,Kirkwood, MO
Kirkwood Station Brewing Company,Highlands Doppelbock,Doppelbock,8.25,2,3.5,Kirkwood, MO
Kirkwood Station Brewing Company,Highlands IPA,American IPA,5.6,7,4.21,Kirkwood, MO
Kirkwood Station Brewing Company,Highlands Märzen,Märzen / Oktoberfest,5.4,1,4.0,Kirkwood, MO
Kirkwood Station Brewing Company,Kirkwood Station Black Rye IPA,American IPA,6.0,1,3.0,Kirkwood, MO
Lancaster Brewing Company,Amish Four Grain Pale Ale,American Pale Ale (APA),5.6,206,3.74,Lancaster, PA
Lancaster Brewing Company,Baltic Porter,Baltic Porter,6.7,240,4.21,Lancaster, PA
Lancaster Brewing Company,Boss Hog,American Double / Imperial IPA,10.1,13,3.58,Lancaster, PA
Lancaster Brewing Company,Celtic Rose,American Amber / Red Ale,5.0,19,3.45,Lancaster, PA
Lancaster Brewing Company,Chocolate Strawberry Wheat,American Dark Wheat Ale,5.0,2,2.75,Lancaster, PA
Lancaster Brewing Company,Country Cream Ale,Cream Ale,4.5,7,3.71,Lancaster, PA
Lancaster Brewing Company,Double Chocolate Milk Stout,Milk / Sweet Stout,6.7,7,3.79,Lancaster, PA
Lancaster Brewing Company,Franklinfest,Märzen / Oktoberfest,5.5,15,4.03,Lancaster, PA
Lancaster Brewing Company,Gold Star Pilsner,Czech Pilsener,5.5,57,3.87,Lancaster, PA
Lancaster Brewing Company,Hefeweizen,Hefeweizen,6.0,864,3.87,Lancaster, PA
Lancaster Brewing Company,Hop Hog India Pale Ale,American IPA,7.9,339,3.57,Lancaster, PA
Lancaster Brewing Company,Lancaster Kölsch,Kölsch,4.8,48,3.97,Lancaster, PA
Lancaster Brewing Company,Lancastrator Doppelbock,Doppelbock,9.0,16,3.72,Lancaster, PA
Lancaster Brewing Company,Litening Lager,Light Lager,5.2,18,3.72,Lancaster, PA
Lancaster Brewing Company,Milk Stout,Milk / Sweet Stout,5.3,588,3.92,Lancaster, PA
Lancaster Brewing Company,Munich Dark Lager,Euro Dark Lager,5.6,1,4.0,Lancaster, PA
Lancaster Brewing Company,Oktoberfest,Vienna Lager,6.5,1500,3.68,Lancaster, PA
Lancaster Brewing Company,Old Timer Alt Bier,Old Ale,5.7,3,4.5,Lancaster, PA
Lancaster Brewing Company,Pecheron Saison,Saison / Farmhouse Ale,5.8,3,4.17,Lancaster, PA
Lancaster Brewing Company,Rare Rooster Summer Rye,Rye Beer,4.7,75,3.41,Lancaster, PA
Lancaster Brewing Company,Red Rose Amber,American Amber / Red Ale,5.2,9,3.83,Lancaster, PA
Lancaster Brewing Company,Rumspringa Golden Bock,Maibock / Helles Bock,6.6,30,3.73,Lancaster, PA
Lancaster Brewing Company,Shoo-Fly Porter,English Porter,6.0,23,3.89,Lancaster, PA
Lancaster Brewing Company,Spring Bock,Maibock / Helles Bock,6.5,25,4.0,Lancaster, PA
Lancaster Brewing Company,Strawberry Wheat Beer,Fruit / Vegetable Beer,4.9,185,3.28,Lancaster, PA
Lancaster Brewing Company,Trippel,Tripel,12.0,30,3.91,Lancaster, PA
Lancaster Brewing Company,Ty's Seeyalater Doppelbock,Doppelbock,8.0,3,3.67,Lancaster, PA
Lancaster Brewing Company,Vanilla Milk Stout,Milk / Sweet Stout,5.3,5,3.75,Lancaster, PA
Lancaster Brewing Company,Winter Warmer,Old Ale,8.9,438,3.86,Lancaster, PA
Lavery Brewing Company,Belfast Black,American Porter,7.1,11,4.17,Erie, PA
Lavery Brewing Company,Devil Bird (2011),American Porter,8.5,6,3.75,Erie, PA
Lavery Brewing Company,Imperial French-Style Ale,Belgian IPA,11.5,4,3.88,Erie, PA
Lavery Brewing Company,Lavery Imperial Red Ale,American Amber / Red Ale,7.2,6,3.83,Erie, PA
Lavery Brewing Company,Liopard Oir,Saison / Farmhouse Ale,4.8,5,4.1,Erie, PA
Lavery Brewing Company,Stingy Jack Pumpkin Ale,Pumpkin Ale,7.5,15,3.8,Erie, PA
Liquid Hero Brewery,American Hero,American Amber / Red Ale,5.6,1,3.0,York, PA
Liquid Hero Brewery,Hop Hero #1,American IPA,5.2,1,3.0,York, PA
Lost Rhino Brewing Company,Face Plant,American IPA,6.2,6,2.83,Ashburn, VA
Lost Rhino Brewing Company,New River Pale Ale,American Pale Ale (APA),6.0,128,3.3,Ashburn, VA
Lost Rhino Brewing Company,Rhino Chaser (Pacific Pilsner),Czech Pilsener,5.6,3,4.17,Ashburn, VA
Lost Rhino Brewing Company,Rhinoel,Dubbel,7.5,5,3.6,Ashburn, VA
Lost Rhino Brewing Company,Rhin’Ofest,Märzen / Oktoberfest,5.5,3,4.0,Ashburn, VA
Lost Rhino Brewing Company,Woody Stout,English Stout,6.8,1,4.0,Ashburn, VA
Lucette Brewing Company,Easy Rider,American Pale Ale (APA),5.2,7,4.0,Menominee, WI
Lucette Brewing Company,Easy Rider,American Pale Ale (APA),5.2,7,4.0,Menominie, WI
Lucette Brewing Company,Farmer's Daughter,American Blonde Ale,5.2,14,4.5,Menominee, WI
Lucette Brewing Company,Farmer's Daughter,American Blonde Ale,5.2,14,4.5,Menominie, WI
Lumberyard Brewing Company,Belgian Trippel,Tripel,10.8,22,3.4,Flagstaff, AZ
Lumberyard Brewing Company,Big Rapid Imperial Red Ale,American Strong Ale,9.5,11,4.23,Flagstaff, AZ
Lumberyard Brewing Company,Flagstaff IPA,American IPA,6.1,11,3.91,Flagstaff, AZ
Lumberyard Brewing Company,Gold,American Blonde Ale,4.4,74,4.0,Flagstaff, AZ
Lumberyard Brewing Company,Hefeweizen,Hefeweizen,5.6,864,4.0,Flagstaff, AZ
Lumberyard Brewing Company,Imperial Porter,American Porter,6.75,67,3.0,Flagstaff, AZ
Lumberyard Brewing Company,Raspberry,Fruit / Vegetable Beer,4.4,3,3.5,Flagstaff, AZ
Lumberyard Brewing Company,Red Ale,Extra Special / Strong Bitter (ESB),5.8,260,3.41,Flagstaff, AZ
Magic Hat Brewing Company,#9,Fruit / Vegetable Beer,5.1,1442,3.54,South Burlington, VT
Magic Hat Brewing Company,60 Winks,German Pilsener,5.8,57,3.41,South Burlington, VT
Magic Hat Brewing Company,70.0,American Pale Ale (APA),3.9,1,4.0,South Burlington, VT
